40.4427-86.9237,"40.4427,-86.9237",22,179,128.46.94.224,6806,1
40.4427-86.9237,"40.4427,-86.9237",22,179,128.46.94.224,519,1
40.4427-86.9237,"40.4427,-86.9237",22,179,128.46.94.224,101,1
40.4427-86.9237,"40.4427,-86.9237",17,179,128.46.16.253,101,1
40.4427-86.9237,"40.4427,-86.9237",17,179,128.46.16.253,519,1
40.4427-86.9237,"40.4427,-86.9237",17,179,128.46.16.253,6806,1
40.4427-86.9237,"40.4427,-86.9237",17,179,128.46.16.253,7486,1
40.4427-86.9237,"40.4427,-86.9237",21,179,128.46.94.224,101,1
40.4427-86.9237,"40.4427,-86.9237",21,179,128.46.94.224,519,1
40.4427-86.9237,"40.4427,-86.9237",21,179,128.46.94.224,6806,1
40.4427-86.9237,"40.4427,-86.9237",21,179,128.46.94.224,7486,1
40.4427-86.9237,"40.4427,-86.9237",23,179,128.46.94.147,101,1
40.4427-86.9237,"40.4427,-86.9237",23,179,128.46.94.147,519,1
40.4427-86.9237,"40.4427,-86.9237",23,179,128.46.94.147,7486,1
40.4427-86.9237,"40.4427,-86.9237",23,179,128.46.94.147,6806,1
31.9353-110.697,"31.9353,-110.697",217,179,68.228.111.250,519,2
31.9353-110.697,"31.9353,-110.697",217,179,68.228.111.250,101,2
31.9353-110.697,"31.9353,-110.697",217,179,68.228.111.250,7486,2
31.9353-110.697,"31.9353,-110.697",217,179,68.228.111.250,6806,2
39.8981-75.3465,"39.8981,-75.3465",286,179,96.245.89.10,6806,3
39.8981-75.3465,"39.8981,-75.3465",286,179,96.245.89.10,7486,3
39.8981-75.3465,"39.8981,-75.3465",286,179,96.245.89.10,101,3
39.8981-75.3465,"39.8981,-75.3465",286,179,96.245.89.10,519,3
40.4427-86.9237,"40.4427,-86.9237",72,179,128.46.94.114,101,4
40.4427-86.9237,"40.4427,-86.9237",71,179,128.46.94.114,7486,4
40.4427-86.9237,"40.4427,-86.9237",71,179,128.46.94.114,6806,4
40.4427-86.9237,"40.4427,-86.9237",71,179,128.46.94.114,519,4
40.4427-86.9237,"40.4427,-86.9237",71,179,128.46.94.114,101,4
40.4427-86.9237,"40.4427,-86.9237",72,179,128.46.94.114,519,4
40.4427-86.9237,"40.4427,-86.9237",72,179,128.46.94.114,6806,4
40.4427-86.9237,"40.4427,-86.9237",72,179,128.46.94.114,7486,4
40.4427-86.9237,"40.4427,-86.9237",77,179,128.46.94.237,101,4
40.4427-86.9237,"40.4427,-86.9237",77,179,128.46.94.237,519,4
40.4427-86.9237,"40.4427,-86.9237",77,179,128.46.94.237,6806,4
40.4427-86.9237,"40.4427,-86.9237",77,179,128.46.94.237,7486,4
40.4427-86.9237,"40.4427,-86.9237",169,179,128.46.94.114,7486,5
40.4427-86.9237,"40.4427,-86.9237",169,179,128.46.94.114,6806,5
40.4427-86.9237,"40.4427,-86.9237",169,179,128.46.94.114,519,5
40.4427-86.9237,"40.4427,-86.9237",169,179,128.46.94.114,101,5
40.4427-86.9237,"40.4427,-86.9237",169,179,128.46.94.245,7486,5
40.4427-86.9237,"40.4427,-86.9237",169,179,128.46.94.245,6806,5
40.4427-86.9237,"40.4427,-86.9237",169,179,128.46.94.245,519,5
40.4427-86.9237,"40.4427,-86.9237",169,179,128.46.94.245,101,5
40.4-3.683,"40.4,-3.683",24,179,62.204.192.247,6806,6
40.4-3.683,"40.4,-3.683",24,179,62.204.192.247,7486,6
40.4-3.683,"40.4,-3.683",24,179,62.204.192.247,101,6
40.4-3.683,"40.4,-3.683",24,179,62.204.192.247,519,6
11.93879.8178,"11.938,79.8178",325,179,210.212.230.196,101,7
11.93879.8178,"11.938,79.8178",325,179,210.212.230.196,519,7
11.93879.8178,"11.938,79.8178",325,179,210.212.230.196,6806,7
11.93879.8178,"11.938,79.8178",325,179,210.212.230.196,7486,7
40.4427-86.9237,"40.4427,-86.9237",28,179,128.46.94.140,101,8
40.4427-86.9237,"40.4427,-86.9237",28,179,128.46.94.140,7486,8
40.4427-86.9237,"40.4427,-86.9237",28,179,128.46.94.140,519,8
40.4427-86.9237,"40.4427,-86.9237",28,179,128.46.94.140,6806,8
47.4179.733,"47.417,9.733",241,179,146.108.200.16,7486,9
47.4179.733,"47.417,9.733",241,179,146.108.200.16,519,9
47.4179.733,"47.417,9.733",241,179,146.108.200.16,101,9
47.4179.733,"47.417,9.733",241,179,146.108.200.16,6806,9
43.0725-89.3994,"43.0725,-89.3994",249,180,144.92.170.202,102,1
43.0725-89.3994,"43.0725,-89.3994",249,180,144.92.170.202,4755,1
43.0725-89.3994,"43.0725,-89.3994",247,180,144.92.170.202,4755,1
43.0725-89.3994,"43.0725,-89.3994",252,180,144.92.170.202,4755,1
43.0725-89.3994,"43.0725,-89.3994",252,180,144.92.170.202,102,1
43.0725-89.3994,"43.0725,-89.3994",247,180,144.92.170.202,102,1
43.0725-89.3994,"43.0725,-89.3994",248,180,144.92.170.202,4755,1
43.0725-89.3994,"43.0725,-89.3994",251,180,144.92.170.202,4755,1
43.0725-89.3994,"43.0725,-89.3994",251,180,144.92.170.202,102,1
43.0725-89.3994,"43.0725,-89.3994",248,180,144.92.170.202,102,1
43.0725-89.3994,"43.0725,-89.3994",253,180,144.92.170.202,4755,1
43.0725-89.3994,"43.0725,-89.3994",253,180,144.92.170.202,102,1
43.0725-89.3994,"43.0725,-89.3994",246,180,144.92.170.202,102,1
43.0725-89.3994,"43.0725,-89.3994",246,180,144.92.170.202,4755,1
43.0725-89.3994,"43.0725,-89.3994",250,180,144.92.170.202,102,1
43.0725-89.3994,"43.0725,-89.3994",250,180,144.92.170.202,4755,1
43.0725-89.3994,"43.0725,-89.3994",244,180,144.92.170.202,4755,1
43.0725-89.3994,"43.0725,-89.3994",244,180,144.92.170.202,102,1
43.0725-89.3994,"43.0725,-89.3994",254,180,144.92.170.202,4755,1
43.0725-89.3994,"43.0725,-89.3994",254,180,144.92.170.202,102,1
43.0725-89.3994,"43.0725,-89.3994",245,180,144.92.170.202,102,1
43.0725-89.3994,"43.0725,-89.3994",245,180,144.92.170.202,4755,1
43.0725-89.3994,"43.0725,-89.3994",255,180,144.92.170.202,4755,1
43.0725-89.3994,"43.0725,-89.3994",255,180,144.92.170.202,102,1
43.0725-89.3994,"43.0725,-89.3994",243,180,144.92.170.202,102,1
43.0725-89.3994,"43.0725,-89.3994",243,180,144.92.170.202,4755,1
43.0725-89.3994,"43.0725,-89.3994",48,180,144.92.170.203,4755,2
43.0725-89.3994,"43.0725,-89.3994",48,180,144.92.170.203,102,2
43.0725-89.3994,"43.0725,-89.3994",45,180,144.92.170.203,4755,2
43.0725-89.3994,"43.0725,-89.3994",45,180,144.92.170.203,102,2
43.0725-89.3994,"43.0725,-89.3994",44,180,144.92.170.203,102,2
43.0725-89.3994,"43.0725,-89.3994",44,180,144.92.170.203,4755,2
43.0725-89.3994,"43.0725,-89.3994",49,180,144.92.170.203,4755,2
43.0725-89.3994,"43.0725,-89.3994",49,180,144.92.170.203,102,2
43.0725-89.3994,"43.0725,-89.3994",46,180,144.92.170.203,102,2
43.0725-89.3994,"43.0725,-89.3994",46,180,144.92.170.203,4755,2
43.0725-89.3994,"43.0725,-89.3994",43,180,144.92.170.203,102,2
43.0725-89.3994,"43.0725,-89.3994",43,180,144.92.170.203,4755,2
43.0725-89.3994,"43.0725,-89.3994",47,180,144.92.170.203,102,2
43.0725-89.3994,"43.0725,-89.3994",47,180,144.92.170.203,4755,2
43.0725-89.3994,"43.0725,-89.3994",190,180,144.92.170.203,4755,3
43.0725-89.3994,"43.0725,-89.3994",189,180,144.92.170.203,102,3
43.0725-89.3994,"43.0725,-89.3994",190,180,144.92.170.203,102,3
43.0725-89.3994,"43.0725,-89.3994",189,180,144.92.170.203,4755,3
43.0725-89.3994,"43.0725,-89.3994",190,180,144.92.170.202,4755,3
43.0725-89.3994,"43.0725,-89.3994",190,180,144.92.170.202,102,3
43.0725-89.3994,"43.0725,-89.3994",189,180,144.92.170.202,102,3
43.0725-89.3994,"43.0725,-89.3994",189,180,144.92.170.202,4755,3
43.0725-89.3994,"43.0725,-89.3994",193,180,144.92.170.202,102,3
43.0725-89.3994,"43.0725,-89.3994",193,180,144.92.170.202,4755,3
43.0725-89.3994,"43.0725,-89.3994",193,180,144.92.170.203,4755,3
43.0725-89.3994,"43.0725,-89.3994",193,180,144.92.170.203,102,3
43.0725-89.3994,"43.0725,-89.3994",192,180,144.92.170.202,4755,3
43.0725-89.3994,"43.0725,-89.3994",192,180,144.92.170.202,102,3
43.0725-89.3994,"43.0725,-89.3994",192,180,144.92.170.203,102,3
43.0725-89.3994,"43.0725,-89.3994",192,180,144.92.170.203,4755,3
43.0725-89.3994,"43.0725,-89.3994",191,180,144.92.170.202,102,3
43.0725-89.3994,"43.0725,-89.3994",191,180,144.92.170.203,102,3
43.0725-89.3994,"43.0725,-89.3994",191,180,144.92.170.203,4755,3
43.0725-89.3994,"43.0725,-89.3994",191,180,144.92.170.202,4755,3
