40.4427,-86.9237,53,10,128.211.195.141,8,1
40.4427,-86.9237,57,10,128.46.94.247,8,1
40.4427,-86.9237,47,10,128.46.94.231,8,1
40.4427,-86.9237,58,10,128.46.94.250,8,1
40.4427,-86.9237,56,10,128.46.16.231,8,1
40.4427,-86.9237,48,10,128.46.16.242,8,1
40.4427,-86.9237,57,10,128.46.94.123,8,1
40.4427,-86.9237,35,10,128.46.94.250,8,2
40.4427,-86.9237,41,10,128.46.94.114,8,2
40.4427,-86.9237,37,10,128.46.94.222,8,2
40.4427,-86.9237,35,10,128.46.16.253,8,2
40.4427,-86.9237,40,10,128.46.220.222,8,2
40.4427,-86.9237,33,10,128.46.94.250,8,2
40.4427,-86.9237,33,10,128.46.16.250,8,2
40.4427,-86.9237,29,10,128.46.94.246,8,2
40.4427,-86.9237,71,10,128.46.94.123,8,3
40.4427,-86.9237,65,10,128.46.94.247,8,3
40.4427,-86.9237,72,10,128.46.94.113,8,3
40.4427,-86.9237,72,10,128.46.16.230,8,3
40.4427,-86.9237,75,10,128.46.94.113,8,3
40.4427,-86.9237,70,10,128.46.94.123,8,3
40.4427,-86.9237,72,10,128.46.16.253,8,3
40.4427,-86.9237,89,10,128.46.16.15,8,4
40.4427,-86.9237,84,10,128.46.94.247,8,4
40.4427,-86.9237,84,10,128.46.94.123,8,4
40.4427,-86.9237,85,10,128.46.16.231,8,4
40.4427,-86.9237,85,10,128.46.94.246,8,4
40.4427,-86.9237,92,10,128.46.94.113,8,4
40.4427,-86.9237,90,10,128.46.94.243,8,4
40.4427,-86.9237,81,10,128.46.16.253,8,5
40.4427,-86.9237,78,10,128.46.94.113,8,5
40.4427,-86.9237,78,10,128.46.94.239,8,5
40.4427,-86.9237,63,10,128.46.94.233,8,6
40.4427,-86.9237,63,10,128.46.94.248,8,6
40.4427,-86.9237,61,10,128.46.213.216,8,6
26.4502,80.3329,77,11,202.3.77.206,8,1
26.4502,80.3329,74,11,202.3.77.235,8,1
40.4427,-86.9237,35,11,128.46.94.250,8,2
40.4427,-86.9237,41,11,128.46.94.114,8,2
40.4427,-86.9237,29,11,128.46.94.246,8,2
40.4427,-86.9237,35,11,128.46.16.253,8,2
40.4427,-86.9237,33,11,128.46.16.250,8,2
40.4427,-86.9237,33,11,128.46.94.250,8,2
40.4427,-86.9237,37,11,128.46.94.222,8,2
40.4427,-86.9237,78,11,128.46.94.239,8,3
40.4427,-86.9237,72,11,128.46.16.253,8,3
40.4427,-86.9237,72,11,128.46.16.230,8,3
40.4427,-86.9237,81,11,128.46.16.253,8,3
40.4427,-86.9237,84,11,128.46.94.123,8,3
40.4427,-86.9237,75,11,128.46.94.113,8,3
40.4427,-86.9237,78,11,128.46.94.113,8,3
40.4427,-86.9237,72,11,128.46.94.113,8,3
40.4427,-86.9237,84,11,128.46.94.247,8,3
40.4427,-86.9237,57,11,128.46.94.247,8,4
40.4427,-86.9237,53,11,128.211.195.141,8,4
40.4427,-86.9237,56,11,128.46.16.231,8,4
40.4427,-86.9237,63,11,128.46.94.248,8,4
40.4427,-86.9237,63,11,128.46.94.233,8,4
40.4427,-86.9237,61,11,128.46.213.216,8,4
40.4427,-86.9237,58,11,128.46.94.250,8,4
40.4427,-86.9237,47,11,128.46.94.231,8,5
40.4427,-86.9237,48,11,128.46.16.242,8,5
40.4427,-86.9237,43,11,128.46.94.114,8,5
37.7265,-89.2102,239,11,131.230.194.26,8,6
37.7265,-89.2102,239,11,131.230.191.16,8,6
37.7265,-89.2102,244,11,131.230.106.102,8,6
40.4427,-86.9237,85,11,128.46.94.246,8,7
40.4427,-86.9237,85,11,128.46.16.231,8,7
40.4427,-86.9237,89,11,128.46.16.15,8,7
41.1882,-104.85700000000001,198,13,65.49.14.80,8,1
41.1882,-104.85700000000001,198,13,65.49.14.74,8,1
41.1882,-104.85700000000001,198,13,65.49.14.87,8,1
41.1882,-104.85700000000001,198,13,65.49.14.89,8,1
41.1882,-104.85700000000001,198,13,65.49.14.83,8,1
40.4427,-86.9237,61,13,128.46.213.216,8,2
40.4427,-86.9237,63,13,128.46.94.233,8,2
40.4427,-86.9237,58,13,128.46.94.250,8,2
40.4427,-86.9237,63,13,128.46.94.248,8,2
40.4427,-86.9237,57,13,128.46.94.247,8,2
40.4427,-86.9237,56,13,128.46.16.231,8,2
40.4427,-86.9237,65,13,128.46.94.247,8,2
40.4427,-86.9237,57,13,128.46.94.123,8,2
40.4427,-86.9237,33,13,128.46.94.250,8,3
40.4427,-86.9237,29,13,128.46.94.246,8,3
40.4427,-86.9237,36,13,128.46.16.243,8,3
40.4427,-86.9237,33,13,128.46.16.250,8,3
40.4427,-86.9237,35,13,128.46.94.250,8,3
40.4427,-86.9237,35,13,128.46.16.253,8,3
40.4427,-86.9237,37,13,128.46.94.222,8,3
40.4427,-86.9237,84,13,128.46.94.123,8,4
40.4427,-86.9237,85,13,128.46.16.231,8,4
40.4427,-86.9237,81,13,128.46.16.253,8,4
40.4427,-86.9237,85,13,128.46.94.246,8,4
40.4427,-86.9237,78,13,128.46.94.113,8,4
40.4427,-86.9237,84,13,128.46.94.247,8,4
40.4427,-86.9237,90,13,128.46.94.243,8,4
